loss,psnr_log
0.12131247334723635,11.565112059416943
0.12767028382107487,11.073197283292
0.11516067437556339,11.82182118619605
0.10546906095691405,12.473836186777618
0.1014677861529274,12.752588108938632
0.09561003823350034,13.179630895828456
0.0926464068149458,13.367660029951313
0.08823453353846575,13.799581345226798
0.08098314432123183,14.696994117469695
0.07931497977356716,14.956721708193223
0.07489093058520242,15.715000072056808
0.07225338956047006,16.091209341783088
0.07305974013493785,15.841548855229366
0.07119576538448874,16.08754130099494
0.06897868701596957,16.496781851597575
0.06756600967832826,16.597241130469214
0.06722662793295638,16.550402141762774
0.06754281951953146,16.329776435122238
0.06488976644108925,16.68674680386504
0.06533641425004477,16.482791656683972
0.06498199290868689,16.505168693985265
0.06316452518838972,16.902638105025353
0.06473013609794409,16.474583784859796
0.06295666234596867,16.985381529075163
0.061918285067084945,17.296819865704578
0.06321008761302951,17.045995509497708
0.062326368975373504,17.337189266396408
0.06139187011576156,17.593167008575396
0.061627837618979026,17.496466319901607
0.06211115890550317,17.277980394589722
0.06315753593635334,16.88149598395016
0.06265235567901853,16.86359483309953
0.061179448025918855,17.161204266879516
0.06185605574805709,16.906749383952317
0.06086283293548981,17.14013349185007
0.06046208064468174,17.354412620159238
0.061416600895807916,17.13747691646532
0.06172577872456049,17.15794539337012
0.06028073348469535,17.629800268318213
0.06041726892090236,17.69939210902443
0.06075188743357139,17.577301204432313
0.06070037716779034,17.695914457736873
0.05979177336420455,17.852506731868164
0.061634087269832646,17.18553955831301
0.060270297990745306,17.49175307266047
0.060105265053617615,17.49916266452742
0.059916377006136175,17.559685004209804
0.05976194803263635,17.54872275412494
0.05937029259388611,17.663734274473157
0.05964773358319951,17.70529164961679
0.05898329840635386,17.948217532333917
0.0593274986887927,17.87586049941731
0.05919269174648499,17.81789281841232
0.05906216552861239,17.996868434585465
0.05902368752771301,18.04062605941803
0.058992653584877736,17.980216317300783
0.05885316725586037,18.02633986533634
0.05886943079886393,18.050006380226904
0.05946712108971922,17.84725124580802
0.05859178354658218,18.209105968879943
0.05859998319781694,18.23731154138461
0.058749628063611656,18.12703990387611
0.058920473797380316,18.015311678336804
0.05835842220461716,18.237965802852464
0.05844875768297795,18.190728725696307
0.058281425846604895,18.209698738709577
0.058616927084609756,18.10617206637995
0.05810435133397325,18.317918979573033
0.05827520970189708,18.313937285867
0.05812735758508748,18.390168575589936
0.05819664846382118,18.533259038583505
0.05845316548574295,18.360480983072854
0.058425350526775034,18.31916823587244
0.05812141372881145,18.504269995355344
0.05822924150515002,18.39063175141853
0.05872246702832562,18.27651407938275
0.057894641262813795,18.537043461242547
0.05823925015190866,18.28284141735364
0.05829782746869629,18.263694748766323
0.058187419455817194,18.247690717313706
0.05824525548055805,18.253079723910457
0.057994247439118976,18.30880696377918
0.057917372634028526,18.351310966255504
0.057935477104952976,18.355049135654383
0.05797843478160406,18.425215098496956
0.05809626685258375,18.443254546437245
0.057733333832366895,18.556315806280374
0.05829454683902226,18.374264472259
0.057652892283568305,18.586662471343665
0.05807007025026954,18.472673871402804
0.057922587460448316,18.505946386015584
0.057940554456283294,18.529871108888837
0.05799093073428389,18.424994067365535
0.057749412551074075,18.524964165072507
0.05781944336157266,18.52567101130868
0.0575173499103139,18.537531753956237
0.05822633098224621,18.27842241873065
0.05767270565923971,18.50633332740463
0.05779504107777362,18.515285462811274
0.05748221530581927,18.65290914386119
0.057920439094127175,18.540479836102353
0.058507390540861307,18.326929416483665
0.05758470234877594,18.609517033346993
0.05743393528343903,18.695910797197254
0.05728108731139898,18.765365505106036
0.05745372491723453,18.749740894095524
0.05840086904832179,18.33001849154273
0.057516568456360564,18.618446729889037
0.05768069822904827,18.600377334212666
0.05769928739176361,18.56822019113657
0.05742087535769455,18.667282643038863
0.05730075558703497,18.677794969830966
0.05754409370964554,18.616195444639093
0.05763562907748469,18.59677827523837
0.05745041436378251,18.660012464916292
0.05730643538712611,18.807302556269928
0.05751676728238954,18.719152199134815
0.05753231179123833,18.716492368460827
0.05720038855493498,18.719055559234203
0.05751581971463044,18.685600338258332
0.0573858354478068,18.69147351419314
0.0573981712580718,18.733218254475602
0.057488357381422335,18.664323976863663
0.057466418507900255,18.616526866011235
0.056983968720339576,18.78253199398396
0.05740620225396229,18.571867370384513
0.05733061991200909,18.6186992232076
0.05695089928313149,18.907548579529724
0.05702661697569442,18.820527324143278
0.05713480499498564,18.913884570709794
0.05693870149574917,18.875263004422223
0.05695532264069064,18.93250853138732
0.057094087463525456,18.971521565205958
0.056928006476354355,19.006149388490265
0.05732076814236854,18.916694125866346
0.05688965285201522,19.04261526862265
0.05717225305430052,18.741722725170394
0.057488609730048434,18.608430109396522
0.05683887647918577,18.86202387924965
0.05708514670865901,18.706207237640506
0.05685022548072398,18.85706756215971
0.057015107473363746,18.834952346766816
0.05685966922895476,18.979169941616522
0.05679632507575212,19.07495354030456
0.056666545620203713,19.084589245385644
0.05668609027063376,19.182307263177442
0.056900223247967965,19.04609336889448
0.05676616200459417,19.08991677594067
0.05690918850326391,18.90177169919787
0.05678414558525392,18.919096549209943
0.056597477874345326,18.968680632423297
0.05661152858253955,18.979003775578065
0.05674669827876564,18.91825116101391
0.05674062436920148,18.986417345225657
0.05697462933217907,18.942041046154166
0.05668531914659124,19.165168732484673
0.05671747337821921,19.154594735879225
0.05687428054971167,19.07988202533488
0.0566681389061018,19.12282750075146
0.05653178041620026,19.046649363673943
0.05650427704840194,19.00138642702053
0.05667145318645779,18.89542986315254
0.05657289617342824,19.008065009053993
0.05642522901763981,19.146622015680382
0.05673128710908538,19.035980385734383
0.056610580872498706,19.157638733551213
0.05653555204510853,19.169452845496174
0.056527261805775414,19.132723505026433
0.05651352721783862,19.145241431555494
0.056476808954481934,19.15278245359967
0.05672892743302416,18.99413019150322
0.05667709246184553,18.938291571864323
0.05638283254906512,19.079166309486865
0.056594649007939216,18.96278068898949
0.05663278836610468,19.087101099104324
0.05665865819252861,19.128955058834123
0.056695231031656204,19.16221323203778
0.05648202194018646,19.232272322920608
0.05642639398890462,19.254679401461228
0.05649441383946552,19.139765077959552
0.05641924497761888,19.11574864592921
0.05635401619114827,19.20274827747244
0.05653422979086575,19.10325756800744
0.056425709296778315,19.191839768052073
0.05630284792012439,19.29539540778565
0.0564652161984165,19.17733861888531
0.05619567127389986,19.304764088860004
0.05649958475417531,19.093108969765336
0.05637661059397131,19.09831587482765
0.05642199007773262,19.014626321841412
0.056317798972361645,19.11602582688395
0.05629170338946021,19.114607440459036
0.05628513231101304,19.120140027653232
0.05626959437145982,19.220008555031956
0.0561354699912401,19.357971575253316
0.05628591815641371,19.40248863251677
0.05613162348173149,19.44239271733111
0.05642377968729987,19.343482994699002
0.05626267732891164,19.351021362189194
0.05611770564750138,19.338672724053204
