mse,ssim_indices,psnr_indices
0.072026245,0.21937765,13.041402312241617
0.08231434,0.2585543,12.227871313351784
0.08478518,0.3004676,12.051979553981177
0.0734866,0.33406928,12.920225705580474
0.067237504,0.3546052,13.490397836756284
0.066160336,0.3554472,13.595261346885811
0.062490903,0.36106434,13.97481983265655
0.061018612,0.36327732,14.137033784404807
0.06154579,0.36389455,14.077530490183136
0.066625535,0.35590544,13.546810415978383
0.063817635,0.35911942,13.82764006104362
0.061043587,0.36347684,14.129063947662699
0.06193959,0.36213908,14.029117992465107
0.060096905,0.36469996,14.238022309025105
0.058641717,0.36640027,14.41035972566292
0.058473103,0.36878362,14.433259167747398
0.05809304,0.36777124,14.473859760752635
0.05748571,0.36809683,14.554840265922863
0.05794996,0.36995888,14.500823946626234
0.05613202,0.37518772,14.731554943219038
0.05842048,0.3641634,14.443439914214444
0.05708246,0.3730828,14.609942834850687
0.054503005,0.37418365,14.943944667181174
0.05609995,0.3728355,14.730111682980116
0.05724352,0.37098634,14.585817805153656
0.055096947,0.37090865,14.86120262052368
0.055506594,0.37208247,14.804455691012672
0.05449086,0.374161,14.94169249510993
0.05297844,0.37769166,15.151358437727144
0.05427715,0.37622818,14.970236610701884
0.053045686,0.37498924,15.141022655696858
0.05256495,0.37664977,15.21138741130558
0.052967917,0.37729177,15.155045531516517
0.05111368,0.3792657,15.426876355575123
0.05219082,0.3770348,15.267857681581642
0.052553635,0.37916067,15.215699379786201
0.05229033,0.38178483,15.255923290746484
0.0516999,0.38026753,15.340128217113119
0.051066905,0.37976184,15.437606840673649
0.05182772,0.38389853,15.319214348695667
0.050542258,0.38426316,15.517082970283447
0.050842684,0.3820623,15.471366945507203
0.051981516,0.3791544,15.301491039152545
0.049703535,0.38105115,15.64760224189415
0.050738156,0.3787564,15.487132524088736
0.050396036,0.38014078,15.542165868435415
0.05134462,0.3779492,15.391418101797871
0.050258048,0.37916908,15.562278624439472
0.05044066,0.38194528,15.532609071044892
0.050356172,0.3799772,15.548294639698991
0.049263906,0.38268745,15.719328442266029
0.049518373,0.37984183,15.679944048532416
0.051039636,0.37794292,15.43398898231252
0.04942929,0.38355994,15.691889605468774
0.048923057,0.38443515,15.777567981867136
0.05069702,0.3810265,15.490127228518176
0.05120095,0.37924328,15.418304055402343
0.049721904,0.3827193,15.639582555959848
0.04822486,0.38521612,15.892128835246172
0.050198585,0.38232565,15.569328976918307
0.049001776,0.38559923,15.764127343735634
0.04856692,0.386302,15.835624213829558
0.047881555,0.38574293,15.950046750110241
0.048597675,0.3868747,15.828726287087315
0.04901209,0.38510767,15.760358450419874
0.048416525,0.3854119,15.863571813593717
0.048828773,0.38579002,15.792751432903207
0.047128104,0.3897346,16.080442100322706
0.04780371,0.38751975,15.962368575714487
0.04789491,0.385367,15.946406564786335
0.04787206,0.38645864,15.949634571790117
0.04782179,0.3848079,15.959051511794296
0.048049342,0.38805795,15.916022439036581
0.048117142,0.3860805,15.907833469377097
0.047564648,0.38695607,16.00310618207872
0.047257185,0.3907286,16.059520021869055
0.04663647,0.39348984,16.167996552323384
0.048753433,0.38545668,15.801534403407578
0.047499917,0.38713846,16.01496664943625
0.047929168,0.38845894,15.944635482776519
0.04698711,0.39112416,16.10201437211539
0.046278816,0.39265525,16.232071363721005
0.04617901,0.39011502,16.248426527630592
0.04571168,0.3925171,16.33739302307373
0.046554666,0.3922046,16.18234796055922
0.04738515,0.38842645,16.039479335082866
0.046786766,0.39193332,16.13569825104827
0.045813046,0.39365634,16.319343044144674
0.047558226,0.3884416,16.005672021868193
0.04617458,0.3931894,16.25373876393628
0.04655733,0.3921517,16.18068064997628
0.04753424,0.3889418,16.007414465130346
0.045937818,0.39391372,16.29461330761597
0.04580103,0.39295447,16.32072842920534
0.045881405,0.39427224,16.30348821375167
0.044903487,0.39476976,16.49328549982522
0.045248877,0.39476267,16.42461082942151
0.044866167,0.39845327,16.49838427718493
0.044207983,0.39735147,16.627217717099676
0.04464955,0.3977436,16.537111633747863
0.045736313,0.39532867,16.33586656948524
0.044893753,0.39394128,16.49300209697157
0.0457085,0.39085075,16.344043303766025
0.045328077,0.3949426,16.412267600871466
0.04525892,0.3952944,16.422463976400866
0.044208676,0.3989153,16.633961054417952
0.045767143,0.3920867,16.328180889430108
0.044918105,0.3965485,16.482681641340452
0.044205368,0.3979608,16.625034184555346
0.044860907,0.39450106,16.500142791812483
0.044815935,0.39706668,16.506234548382313
0.044536747,0.39590392,16.5641932030463
0.045610778,0.39406094,16.356487331826152
0.04443432,0.3978826,16.579605704679018
0.043616977,0.39964864,16.745382269608843
0.044149652,0.39711413,16.643564669038753
0.043374177,0.40059885,16.801271390493657
0.044190742,0.39745522,16.636024069892603
0.04472831,0.39371955,16.526632292790655
0.043538313,0.39999092,16.766492606228958
0.043781664,0.39757416,16.718368570029657
0.04424971,0.39713338,16.62356313030842
0.04370539,0.39795992,16.73730457168434
0.043623816,0.40246758,16.749885224005993
0.044384807,0.39654234,16.595057029776143
0.043685656,0.39769122,16.739490047708408
0.04351019,0.39795247,16.769992403254598
0.0424228,0.40589538,17.001449610023577
0.04407833,0.40070954,16.657366361537672
0.042562068,0.40522066,16.975056920549648
0.04395338,0.39914465,16.686394411628203
0.044706583,0.3957496,16.531910077474457
0.04292038,0.400811,16.898974682617634
0.04233615,0.40422425,17.025643615380027
0.04267528,0.4040775,16.948058411376145
0.043423947,0.40059802,16.792474044337386
0.04323868,0.40237236,16.82942636618787
0.0434401,0.40114722,16.781532889245142
0.04286787,0.40111914,16.89829770452601
