energy,ssim_indices,psnr_indices,fidelity
0.9450564,0.30220604,11.749229015209373,70241.984
0.9406744,0.5025484,12.660295660359427,60351.258
0.9399669,0.5672,12.688353176845183,60022.58
0.93989927,0.5866447,12.271196043755559,64340.902
0.9396694,0.59743786,12.485628427178113,62091.555
0.939885,0.59972715,12.350242921783119,63546.19
0.940247,0.59762144,11.572649584539816,72473.83
0.9396392,0.606738,12.383449883345554,63150.062
0.9392335,0.6213937,12.89742770150272,58105.164
0.9392011,0.6210294,13.01556038537709,57020.688
0.9390031,0.62149423,13.383525562803573,53832.21
0.93817794,0.6240764,14.743650344538528,44093.125
0.9384178,0.6238317,13.829411181793237,50268.08
0.9379772,0.61503094,14.66730016268742,44560.11
0.9375438,0.62626284,15.62600829259763,39246.66
0.937096,0.623352,15.462640999536301,40011.695
0.9381404,0.6121101,14.553686079007075,45279.69
0.9387061,0.5945423,13.88988520576422,49767.266
0.9367346,0.6296908,16.198791377997818,36538.934
0.93681663,0.62462586,16.20798573785929,36539.023
0.9376515,0.6180726,15.036042386957538,42353.184
0.93799275,0.61501044,15.00494317921569,42533.375
0.9370779,0.62346953,15.849922658258052,38093.082
0.93665636,0.6298135,16.33415923227218,35963.26
0.9363524,0.63102156,16.586857644701787,34971.652
0.93586123,0.6360081,17.539952135643894,31551.223
0.9359115,0.63123566,17.107579883122273,33004.055
0.9362761,0.62942225,16.43470543680017,35555.61
0.9355941,0.63390017,17.34350347909883,32166.047
0.9360986,0.62713224,16.40181724171028,35663.152
0.9360113,0.6325275,16.643137666947,34685.887
0.9355668,0.6295282,17.661597015565313,31168.217
0.9357444,0.63524115,17.245819447951916,32514.404
0.93549085,0.6343501,18.06931861618944,29989.938
0.935849,0.63969904,17.481470540936655,31715.648
0.93572557,0.63133967,17.154552103037947,32848.883
0.9355617,0.6357238,17.92190965268997,30386.23
0.93518144,0.6404979,17.809337027972745,30723.264
0.9359964,0.6319805,16.59110298604366,34934.105
0.93552095,0.6390173,17.546789981588706,31493.574
0.9352489,0.63570243,17.523636465613738,31556.238
0.9351181,0.6362453,17.942734077265534,30312.672
0.93521523,0.6306337,17.362937667762075,32133.121
0.9354616,0.63458264,17.896924110537476,30424.66
0.9357222,0.6402181,17.465092135856512,31749.635
0.93592584,0.62409115,17.03643267626831,33286.457
