energy,ssim_indices,psnr_indices,fidelity
0.79193455,0.3050877,11.336907839175154,59751.312
0.7424092,0.5609433,12.29991784833673,48259.477
0.7349373,0.5944125,12.828223678440235,42954.695
0.7310568,0.6171623,12.761309561110512,43604.723
0.7325993,0.61124814,11.80588036086137,53854.414
0.7306415,0.6280388,11.720535096837567,54890.11
0.7305273,0.63618606,11.33474689558108,59795.03
0.7307019,0.6369932,11.144115017546259,62396.703
0.73078704,0.6341781,11.204644101430505,61551.08
0.7303287,0.6341508,11.478057534194182,57919.95
0.7303214,0.63521236,11.469528031494276,58028.37
0.72961545,0.6381805,11.851965757460523,53307.004
0.7286224,0.6411913,12.102632252150883,50421.36
0.72871476,0.6368072,12.290003669930911,48371.46
0.7279085,0.637264,12.697111362360054,44226.88
0.72739434,0.63864565,13.042476600742187,40992.94
0.72847927,0.6374187,12.885949744899603,42427.953
0.7270766,0.6438797,13.355375419725277,38278.195
0.7271018,0.64180833,13.601702311033678,36279.395
0.72755575,0.6339945,13.551705480182568,36665.777
0.72617203,0.6423101,13.654105853105488,35858.176
0.72607875,0.6433966,13.777476080972022,34904.195
0.72632474,0.640986,13.800586923409757,34730.203
0.7248207,0.64454204,14.707318641304738,28562.744
0.7246526,0.644285,14.770818874585604,28159.523
0.72576034,0.6378295,14.337389671700327,30918.455
0.7229179,0.6460076,15.310839339243937,25090.818
0.7234447,0.64156264,15.01516960721352,26733.486
0.72279316,0.64692783,15.377624061115513,24744.854
0.72238874,0.64518374,15.626173342475402,23478.906
0.7214291,0.6452003,16.55213948123867,19348.578
0.7220885,0.6413638,16.415979665091246,19898.445
0.7222171,0.63926476,15.913311402778817,22101.05
0.72072715,0.64474684,17.22737393901602,16837.12
0.7218844,0.6427639,16.864208211341346,18133.828
0.72104216,0.6474988,16.64145809547092,18976.996
0.72220784,0.6417172,16.55821447541749,19313.49
0.7200304,0.6503122,17.528830053718213,15834.49
0.7195834,0.64941645,17.841334318312217,14872.486
0.72024655,0.6438029,17.189912313693945,16963.281
0.7249479,0.6315982,15.711485948133184,23059.984
0.72277606,0.6366636,16.58177186988347,19214.76
0.7200922,0.65026456,16.918281472676366,17934.004
0.72081363,0.64705855,16.9620769473218,17760.844
0.72147405,0.6459053,16.688172585758625,18801.703
0.7197759,0.64567316,17.49292726399679,15944.887
0.71952575,0.6438728,17.72919868697771,15210.5
0.71957,0.6440024,17.756486260693013,15124.15
0.7190941,0.64496005,18.007179784247835,14376.488
0.7202872,0.63915485,17.945456141910373,14558.69
0.7191328,0.643301,17.98068284495168,14447.805
0.71966994,0.6442787,17.65120191982208,15450.377
0.7186764,0.6477276,18.052831099237906,14246.178
0.7194315,0.6435073,18.105809718182766,14108.401
0.7192102,0.64839935,17.966798383451007,14507.377
0.718387,0.65026313,18.41588284528158,13267.768
0.7187656,0.6465476,18.46208488489045,13143.036
0.71856785,0.6436903,18.47818580036172,13100.333
0.7188604,0.6489264,17.791981136909772,15010.764
0.71896863,0.6483603,18.035310072424533,14301.586
0.71981007,0.6512491,16.997634726675237,17640.938
0.71770245,0.6499953,18.597381299416472,12800.644
0.7183848,0.6492092,17.97021588361396,14488.114
0.71859324,0.6452181,18.87894799286907,12125.55
0.7188355,0.65206724,18.067071762061463,14217.535
