energy,ssim_indices,psnr_indices
41344.656,0.1803152,12.79241767182972
40641.695,0.20623064,12.866893341609064
28057.398,0.22325872,14.476137717756636
47905.82,0.22286224,12.152728993694828
24085.234,0.23644413,15.139102850128594
20394.41,0.2431451,15.861500181693737
15044.683,0.24705891,17.182781271299234
11861.473,0.24927144,18.215225736760246
10892.208,0.2500505,18.585452604834842
9885.502,0.25064483,19.00662473387864
9712.625,0.2507933,19.083245391931822
9409.979,0.2510425,19.220725140991096
8666.934,0.25159836,19.577956962631408
8141.8213,0.25233218,19.849396159473226
7563.9604,0.25334656,20.16911930014601
7075.3633,0.25429404,20.45912423830824
6816.909,0.25526246,20.62073664346231
6652.19,0.2560173,20.726965213432578
6288.5483,0.25668108,20.97110793114203
5930.3403,0.25701946,21.22581545317292
5808.9673,0.25713742,21.315622525043484
5696.1846,0.25754726,21.40077102603374
5522.8994,0.25830486,21.5349403547766
5405.3457,0.25904465,21.628377186398446
5269.961,0.25947967,21.73853749366121
5065.853,0.2595854,21.910085805530958
4926.9326,0.25978518,22.03084571459683
4794.144,0.2601957,22.149500712006684
4643.665,0.2608947,22.28800319323037
4459.349,0.26181945,22.463896868093116
4326.0264,0.26273477,22.595720256578534
4209.509,0.26344588,22.71429718712905
4108.132,0.26385272,22.820168102185292
4076.7283,0.26406437,22.85349418320377
4038.2876,0.2644377,22.894639160644317
3964.1467,0.26500216,22.97511446518382
3877.7705,0.26558855,23.07079082957136
3811.6765,0.26602653,23.145451374192618
3747.5728,0.26626077,23.219110910074217
3686.3792,0.2663778,23.29061178434123
3646.1377,0.26652005,23.338281220764713
3608.1768,0.26679587,23.38373368524362
3559.463,0.26720467,23.442767048898894
3502.5044,0.26776603,23.512824974347993
3442.9236,0.26841423,23.58733785808714
3383.4927,0.2689654,23.66295930676022
3323.141,0.26941833,23.741123878735756
3277.625,0.26979086,23.801019244949888
3250.7026,0.2701144,23.836839226801423
3224.309,0.27045557,23.872245274623122
3195.6172,0.27079943,23.91106435135476
3164.997,0.2711004,23.952878753950813
3135.6274,0.27135268,23.993367091058765
3105.2769,0.27159372,24.03560853320024
3080.3494,0.27186784,24.070612001022443
3059.5513,0.2722108,24.100034588536992
3039.3057,0.2726337,24.128868003568943
3016.1912,0.27310467,24.16202311925952
2992.9282,0.27357996,24.1956486305267
2968.6333,0.27404943,24.23104633603736
2946.0325,0.27446738,24.26423657736983
2926.3354,0.2748264,24.293370630056753
2908.0444,0.27516606,24.320601454265002
2888.5984,0.27550915,24.349739963953905
2868.4805,0.2758371,24.38009319207014
2849.6392,0.27614418,24.40871337637873
2832.1025,0.2764537,24.435522026991194
2817.2227,0.27674785,24.45839995653928
2804.3994,0.27703157,24.47821281393212
2791.1562,0.27732196,24.498769956340745
2777.396,0.27759418,24.520233921492448
2764.6455,0.27787825,24.540217354624538
2752.5098,0.27821973,24.559323263966647
2740.8413,0.27859917,24.577772693801357
2730.2896,0.2789937,24.594524464663316
2719.1946,0.2793641,24.61220895791881
2707.8247,0.2796803,24.630406504133827
2697.6567,0.27998608,24.64674499161806
2687.6736,0.28027937,24.66284648159805
2678.2837,0.28058,24.678045850772882
2669.2656,0.28085068,24.692693913182616
2659.85,0.28112134,24.708040032297973
2650.7803,0.28139734,24.722874447182722
2642.2605,0.2816966,24.736855525992883
2634.1772,0.28200066,24.75016205033514
2626.5945,0.28228495,24.76268144594014
2619.0154,0.28255594,24.77523123038494
2611.5564,0.2828102,24.787617742684517
2604.7866,0.28308344,24.798890226043667
2599.734,0.28330794,24.807322923319262
2603.005,0.2835703,24.80186168751615
2648.044,0.28341615,24.727359945029
2845.3738,0.28295565,24.415218503908314
3329.6958,0.27978274,23.732566010816498
2822.2324,0.28224826,24.450684095163602
2771.9849,0.28221336,24.52870327152709
2820.541,0.28178728,24.453287585387695
2723.5625,0.28225365,24.60523830911108
2738.3804,0.2827321,24.581674000798188
2691.1772,0.28278208,24.65718885703746
2681.5425,0.2827224,24.67276498833408
2699.629,0.28288817,24.64357084060729
2604.9878,0.2839369,24.798554978004297
2683.81,0.284017,24.669093828213185
2592.518,0.28422463,24.81939414717842
2622.3403,0.28403893,24.769721240038805
2610.9746,0.2842911,24.788585542540424
2569.4102,0.28500566,24.858277105427376
2602.4114,0.2853016,24.802852283272205
2554.2275,0.2854724,24.884015672627488
2572.102,0.2853759,24.853729943799777
2556.1206,0.285568,24.880798468927097
2540.0122,0.28596982,24.908253976622756
2552.7202,0.28625393,24.886579723681432
2522.192,0.28650105,24.938830691248135
2533.688,0.28656083,24.919080253807458
2518.4365,0.2868358,24.94530165685644
2511.5068,0.28715622,24.957267977025126
2516.479,0.28733286,24.94867834183686
2495.3723,0.28750733,24.98525835145175
2503.7993,0.28762546,24.970616752362158
2490.0981,0.28794026,24.994446815195005
2488.6025,0.2881944,24.997056251032856
2485.3345,0.2882909,25.00276302471972
2475.9392,0.2883185,25.019212091116746
2479.2068,0.28840426,25.013484018037015
2466.6265,0.28870794,25.03557806150892
2469.9954,0.28896335,25.029650388217505
2461.566,0.2891195,25.044497420917228
2458.8086,0.28916284,25.049364808610044
2456.4673,0.28929743,25.05350157809039
2451.094,0.28957042,25.06301226349827
2449.3557,0.28982726,25.06609315080499
2444.2083,0.289992,25.075229594321954
2442.9727,0.29008612,25.07742571248258
2437.4756,0.29023093,25.087209224193096
2436.2378,0.2903874,25.08941519464824
2431.6807,0.2905368,25.097546415516057
2429.635,0.29067528,25.101201127527816
2425.5586,0.2908367,25.108494364774945
2423.9438,0.2909865,25.111386309701544
2419.4504,0.29113063,25.119444513346508
2418.3374,0.29124877,25.12144242629281
2414.0078,0.29141665,25.12922517898749
2412.542,0.2915648,25.131863114517145
2408.5635,0.29170302,25.13903063184403
2407.1504,0.29182598,25.141579507152834
2403.4258,0.2919763,25.148304825317794
2401.704,0.2921139,25.151417264797264
2398.5723,0.29225823,25.15708374100905
2396.2676,0.29241312,25.161258585730376
2393.8481,0.29256657,25.165646032963917
2391.107,0.29268786,25.170621373337102
2389.061,0.2928095,25.1743396366774
2386.2368,0.29296818,25.17947667009898
2384.3188,0.29311964,25.182968776686142
2381.5452,0.2932424,25.188023801889937
2379.5793,0.29336914,25.1916098843926
2377.082,0.29352102,25.196169764691476
2374.8965,0.29365206,25.200164897253888
2372.7134,0.2937604,25.20415903890108
2370.3748,0.29388365,25.208441665049964
2368.271,0.29402566,25.212298124950255
2366.0938,0.2941584,25.21629222311033
2363.8242,0.2942833,25.220460149422593
2361.8984,0.29441142,25.223999356998053
2359.6077,0.29454735,25.22821374309387
2357.6309,0.29468152,25.231853944861182
2355.5786,0.29480383,25.235636113303464
2353.459,0.2949224,25.23954548700051
2351.479,0.29505894,25.243200984701698
2349.5122,0.2952013,25.246834777875236
2347.4407,0.2953246,25.25066533918129
2345.5078,0.29544136,25.254243001809176
2343.6094,0.29556605,25.257759648676444
2341.588,0.29569122,25.261507293950846
2339.7075,0.2958183,25.2649960874073
2337.8306,0.29594585,25.268481166056866
2335.9402,0.29606286,25.271994748470284
2334.0376,0.29618248,25.275533286959426
2332.2205,0.29631162,25.278915877039818
2330.4126,0.29643923,25.282283728064122
2328.5593,0.29655892,25.28573869873132
2326.7373,0.2966727,25.289138032377426
2324.9382,0.29679638,25.292497602800857
2323.1743,0.29692036,25.29579367570267
2321.3872,0.29703227,25.29913593937172
2319.5845,0.2971511,25.30250969321418
2317.8022,0.2972734,25.30584808582582
2316.0254,0.2973932,25.309178222865913
2314.2837,0.29751423,25.312445383998146
2312.5503,0.29763523,25.31569949883325
2310.8442,0.29775503,25.318905122455813
2309.1875,0.2978676,25.322019741455822
2307.5483,0.29799047,25.32510383259355
2305.938,0.29810444,25.328135270804722
2304.3806,0.29822123,25.33106992612091
2302.963,0.29832676,25.33374266873906
2301.9297,0.29844168,25.33569158355775
2302.0566,0.29852796,25.33545149955446
2305.727,0.29861677,25.32853245576228
2321.5923,0.29855147,25.2987520631204
2371.8755,0.29832825,25.2056927494602
2510.2725,0.29721478,24.959403236937664
2586.6921,0.2964455,24.829164236396547
2445.3228,0.29664627,25.073249710695443
2336.8638,0.29721546,25.270277878389443
2466.9146,0.2965745,25.035070511482445
2343.2468,0.296853,25.258431515635962
2389.589,0.29666337,25.173379474448062
2349.9873,0.2974245,25.245956941512627
2353.064,0.29720208,25.240274837566524
