loss,ssim_indices,psnr_indices
0.09167328,0.13588125,10.875847702949475
0.100788474,0.15765439,10.412676372081398
0.10362643,0.18296684,10.278893325098235
0.10505619,0.18259387,10.21293332135723
0.08444084,0.21200693,11.274368035149978
0.0802414,0.21575613,11.52574405251814
0.07528991,0.22576444,11.843451059523751
0.08110759,0.20878612,11.47466452631562
0.07262139,0.22005083,12.02541225060356
0.06541633,0.22970612,12.555602140825883
0.08035393,0.21501224,11.519347277265162
0.06817049,0.22522862,12.343168183182566
0.070063055,0.22564918,12.20635354331719
0.063879035,0.22659218,12.677738969131918
0.062986016,0.2324218,12.750099542969833
0.059781592,0.23726094,13.021184224752638
0.07475531,0.22790587,11.877964747015685
0.05886925,0.24274607,13.097522829997398
0.06682726,0.23563628,12.446409681068557
0.058414422,0.24109302,13.13988875543664
0.059353694,0.2398714,13.057129607599006
0.058903664,0.23960571,13.096007743990617
0.055691507,0.24527138,13.392383809934259
0.053356968,0.24674831,13.61580042987455
0.05554947,0.24402602,13.405114107010904
0.057885334,0.23840171,13.189370591213144
0.052641135,0.25421712,13.691636470765802
0.057075467,0.2459066,13.260978903057053
0.05498953,0.24762404,13.456707221037282
0.053976323,0.24686289,13.554086561673863
0.054584336,0.24720158,13.498168618040658
0.05566395,0.24624728,13.393097521328913
0.055493824,0.24580699,13.408867542814505
0.053542983,0.24843197,13.59771010815969
0.052876335,0.2484947,13.66470287328913
0.05131694,0.25363412,13.829112423598719
0.05243732,0.25155282,13.713476719936079
0.05369451,0.25280404,13.58537791057067
0.0510395,0.25357613,13.854002725521067
0.053054936,0.2524525,13.651781135108788
0.051798534,0.25391698,13.776251993303177
0.04869043,0.25368544,14.113828087344904
0.051416647,0.2517288,13.817274340805863
0.050247382,0.2549155,13.939566532599422
0.048731484,0.25791964,14.105718301813937
0.051667444,0.2553093,13.792385132666887
0.049026377,0.25580537,14.074849780180454
0.048849564,0.25609958,14.0945468529042
0.04928965,0.2530507,14.04481329609872
0.049667537,0.24966961,14.00310730105451
0.04777839,0.25484905,14.2177706795012
0.051594388,0.2513019,13.797060651188755
0.049550634,0.25241193,14.021091768375168
0.048154615,0.25412378,14.175025845217121
0.04878504,0.2518222,14.103111939965256
0.05222207,0.24916627,13.73237513095195
0.04961456,0.2511268,14.010706103225917
0.048661917,0.25231844,14.116664491368757
0.048516594,0.25329277,14.134459228394256
0.046927482,0.2555271,14.313393141838162
0.04708516,0.2572979,14.297480062448603
0.047473084,0.26043147,14.248526864181342
0.04664018,0.2596452,14.345416673735977
0.04630628,0.2614892,14.38647964837525
0.04705234,0.25669953,14.299926066742394
0.045475256,0.2593132,14.485916705939108
0.046695977,0.2586343,14.34121353474875
0.046496466,0.26014623,14.365859655598962
0.04732212,0.25949052,14.268898147807647
0.046322733,0.26056632,14.385047000701798
0.04715709,0.25992516,14.288398847419776
0.045645535,0.26033926,14.466912285738488
0.044907987,0.26029262,14.55809304765394
0.04547174,0.26241136,14.4872798438902
0.04795897,0.25177538,14.193344957769334
0.04996109,0.25524887,13.971712113098839
0.04677768,0.25971475,14.330934662593148
0.043297168,0.26307818,14.7634484317523
0.044840854,0.2623199,14.565642498931744
0.0453867,0.2571434,14.498842552264772
0.043699294,0.2606583,14.711584432316831
0.044918537,0.26168266,14.557069804045245
0.043802448,0.25804874,14.698338202006232
0.043715112,0.2614192,14.707910472779094
0.04486032,0.26461625,14.562016376153156
0.04355779,0.26268646,14.72885998029498
0.04416153,0.2606378,14.652884249226435
0.043336194,0.26591894,14.758145376079337
0.04440739,0.26831248,14.62204906705296
0.043459043,0.2648173,14.740861794123115
0.044909697,0.26031014,14.563173372284183
0.043832757,0.25969172,14.69418565691701
0.044797525,0.26144516,14.572767509015145
0.04498234,0.25894228,14.55052443316985
0.043766182,0.25827637,14.703747657026778
0.041650962,0.26404345,14.980481408263913
0.04433253,0.2596998,14.630081613942513
0.044266414,0.25858635,14.638095131183588
0.044698592,0.26198167,14.583765595493324
0.042662024,0.2653471,14.850918992887907
0.044602692,0.26031953,14.59925877768589
0.041362144,0.26365247,15.024872329569977
0.04444024,0.26121703,14.621850945854128
0.04227444,0.26351726,14.89657242392954
0.04277254,0.26433876,14.833563789673349
0.042758178,0.267856,14.834439066739332
0.04390128,0.25760946,14.682422851678243
0.042451184,0.26252905,14.87381653610152
0.04253408,0.2670401,14.86553129873469
0.041739993,0.26641062,14.9724769631117
0.040213108,0.26911685,15.185584395781731
0.042313524,0.26486233,14.896933197148325
0.040705793,0.26306447,15.116693276343591
0.040426977,0.26459846,15.15654811522043
0.043090366,0.25568166,14.790597655443777
0.041264392,0.26248023,15.035562306758369
0.04116316,0.26168564,15.053389784968306
0.041625053,0.26549378,14.988919283745602
0.04187563,0.26036313,14.950865944201343
0.040486638,0.26454157,15.145655131904316
0.040347185,0.2695218,15.166356498766964
0.0403864,0.26464042,15.159169049718432
0.040656283,0.26622784,15.122267592167336
0.041438267,0.2676444,15.009060357912315
0.041096244,0.26302743,15.059809899354493
0.040088825,0.26645485,15.200610356445
0.03908754,0.2661004,15.350351736169623
0.040018916,0.26368657,15.215434434392261
0.041978132,0.26014662,14.938661470409734
0.04024326,0.26564905,15.180508390254161
0.039740283,0.26417372,15.25641705499571
0.042095058,0.26201907,14.923636264572067
