loss,psnr_log
-1.0425852690215294,10.135826871859269
-1.0183146601415225,9.946675567221456
-1.0824443827583454,10.392203397511683
-1.1089571976528962,10.568407608691025
-1.143521300753151,10.838471909063191
-1.1785463887161747,11.124610030851604
-1.2069335460913417,11.362684802792959
-1.2235001419937475,11.521165172347537
-1.2218530191658734,11.476863054413613
-1.254212438658575,11.800919347268335
-1.2612424435746867,11.870990299871305
-1.2589816620194807,11.833041363325517
-1.279282446731939,12.046354831030879
-1.2855816284108916,12.12853904019707
-1.2898464199287845,12.171923797037065
-1.2890298493393646,12.208966720759458
-1.2980721701808142,12.33323053816246
-1.2945032542152435,12.287797066676466
-1.2966629207954692,12.33363765210759
-1.2904798763711318,12.164942359297445
-1.288147397240254,12.225427116954396
-1.3050516692117986,12.379443000928546
-1.3078778129963118,12.432725478282201
-1.309644629043312,12.46332675212685
-1.307561141746164,12.425363595660631
-1.3172867755854272,12.530254734174447
-1.3189513622765818,12.575550700786955
-1.314783692897191,12.523050224059835
-1.3141174679138945,12.497074346654713
-1.3161777561037369,12.565445273026324
-1.3106398489308246,12.512281071117561
-1.3255736275601349,12.702903669044964
-1.3283540258365623,12.760544109820318
-1.3238951324753105,12.689766698464606
-1.3281644249257218,12.743004530085475
-1.3253816178804665,12.69998889188216
-1.329025922786764,12.74214781054042
-1.327934018627989,12.753663764221875
-1.3352522630874941,12.853253347688831
-1.3307263193403238,12.796591469923516
-1.331818998195536,12.8174703653284
-1.3368017802161627,12.881654794113928
-1.3357966755510655,12.871606774576412
-1.339737175710969,12.916250998515455
-1.335360989824783,12.84991480332545
-1.3346120087612956,12.826488245236714
-1.339546804799025,12.9075741110962
-1.3420092905293388,12.978561988338866
-1.3459489798628486,13.005692223558182
-1.3413785832235956,12.950079986368968
-1.3422311907166595,12.958259194149772
-1.3390728680898265,12.925219012976907
-1.3445879053383438,13.014157584604533
-1.3466415059468704,13.056697939025772
-1.3470013193079913,13.06371342287957
-1.3455391479313878,13.050494417020655
-1.3493513542760458,13.100591032572611
-1.3484929308576652,13.07340666421383
-1.3534914560297886,13.149890249236858
-1.351909677037621,13.118314690432104
-1.3507811899834643,13.105031563778377
-1.3523894962893064,13.11340655462553
-1.3538162544215102,13.145957081397215
-1.3539472909115138,13.156889269381036
-1.3548545868172532,13.195631467170706
-1.356455735198761,13.216231313554038
-1.356069031179675,13.239297542644177
-1.3570749066793468,13.238918607581544
-1.3593613364561574,13.277226397750608
-1.3565418550370385,13.225817715977236
-1.3549589170918095,13.177733866712584
-1.3581654473721696,13.243510363151616
-1.3563150148286272,13.201208568894982
-1.3586213897981558,13.24466455404779
-1.3578024441125915,13.206590069942234
-1.3599271394289048,13.263043731408516
-1.3636288919569797,13.324824883704252
-1.360398941004549,13.27001584456057
-1.364115123112481,13.33291781628732
-1.3628787012892183,13.312600659616482
-1.3651051082594556,13.3553765538252
-1.3606341626413772,13.287227789182573
-1.3636296175955611,13.324604557981958
-1.3633914653636197,13.315612758383956
-1.3674253494904964,13.375514143512605
-1.3696416574243124,13.407689292243642
-1.3662529230913318,13.36180066220222
-1.369815666457868,13.425116508353355
-1.365799287135783,13.386698714829796
