loss,ssim_indices,psnr_indices
0.087973975,0.13357691,11.085991853386542
0.11009467,0.14356473,9.998940772436093
0.09868841,0.17540348,10.525047055539678
0.08963418,0.18926246,10.993719896881505
0.08547294,0.19014283,11.225155937376012
0.07820988,0.19447505,11.663788371496555
0.07220963,0.20023598,12.068511750950623
0.073925644,0.19767924,11.948395300753408
0.0737914,0.19971943,11.956666805116289
0.069312654,0.20167474,12.274577477119472
0.066416256,0.2047488,12.492846279087361
0.062492058,0.20898485,12.80565930860279
0.060433753,0.21626043,12.977504843061219
0.05492468,0.22569114,13.477635222142156
0.066330425,0.21173282,12.49805901204711
0.049766347,0.2376886,14.011325273079658
0.05470678,0.22257817,13.499747374331697
0.046241052,0.23385756,14.412777899552559
0.057630207,0.22303407,13.228141324584202
0.04805579,0.22259897,14.205296490975092
0.04663093,0.22378737,14.368412607012505
0.0511282,0.21885075,13.865200778779672
0.045196503,0.22441323,14.545604616753407
0.046812277,0.22500189,14.345352314029029
0.039271522,0.23589523,15.345764246384043
0.04613687,0.23051639,14.427952047442737
0.04065569,0.23681678,15.140638286750818
0.044843443,0.23683728,14.583530909695757
0.042128302,0.2403941,14.942157945485357
0.048484813,0.22714777,14.152740278500765
0.04037532,0.23976742,15.180672625097813
0.046253525,0.23153152,14.411803980263908
0.04325316,0.2287621,14.789937945882656
0.047866873,0.2326022,14.222795229136803
0.042964227,0.23430736,14.825036111326035
0.04150763,0.23495203,15.022244034548438
0.042111617,0.23862256,14.938776160267114
0.045158133,0.23928647,14.546267737994036
0.0432844,0.23842864,14.787671214385947
0.039169703,0.23880984,15.357841114634832
0.03872143,0.24051182,15.429448580207863
0.040590294,0.24070555,15.148360533992612
0.038725782,0.24028283,15.428214377288803
0.042678416,0.23429616,14.863631624155754
0.04182834,0.23979665,14.984434427078295
0.041746378,0.23616557,14.985579583992415
0.037742227,0.23543419,15.577137418864911
0.04118102,0.24174571,15.071850529922502
0.03775706,0.24146535,15.574807530178848
