energy,ssim_indices,psnr_indices,fidelity
0.9035715,0.31594205,11.564865948147844,62761.816
0.89164007,0.5365796,12.669522185005599,50474.113
0.891359,0.5658397,12.023875781797035,57304.348
0.89048845,0.5993326,11.72674877932419,60816.05
0.8893234,0.61248946,12.114362000561103,56295.22
0.88957405,0.61688715,11.733577809899609,60744.484
0.8895782,0.6203304,11.674539553118354,61458.676
0.8893548,0.6214365,11.74568243617685,60598.477
0.88938564,0.62737495,11.661969440635298,61627.824
0.8889614,0.6294503,11.936763074777648,58327.89
0.88882524,0.6277161,12.184447709967962,55523.21
0.88872635,0.6300702,12.293537546558035,54349.492
0.88849884,0.6331279,12.617046019070095,51022.11
0.8887356,0.631084,12.458491323225992,52633.33
0.8881939,0.63583845,12.96377050792745,47722.492
0.88821125,0.63585466,13.210624380043578,45517.53
0.88850385,0.6293667,13.133826306844998,46182.473
0.88810575,0.6359001,13.367079010892475,44187.94
0.8876884,0.63312435,13.830572462871713,40523.21
0.88698334,0.6317392,14.494294301637467,35915.066
0.88657486,0.6363795,14.575051250291375,35384.58
0.88732034,0.62888986,14.215465916467211,37764.703
0.885305,0.6379744,15.99435255692713,27750.342
0.88545847,0.62619877,15.769541017843224,28763.041
0.8856698,0.6266056,15.274225940594551,31302.791
0.8856387,0.62063944,15.483843870079188,30153.312
0.8843758,0.6360528,16.258458202281457,26555.568
0.88548565,0.62653667,15.68349799571063,29207.766
0.8848647,0.6379931,15.998270213704506,27715.178
0.88422704,0.63173145,16.641489516375003,24993.443
0.8835055,0.63955814,17.33502246514631,22490.777
0.88339543,0.639698,17.338521683524252,22451.453
0.8839243,0.6344078,16.762607283027343,24509.066
0.88386333,0.63934195,16.796018140833866,24382.803
0.8832205,0.63771605,17.735726373757444,21180.188
0.88350356,0.6361511,17.302098075102116,22565.254
0.884135,0.6266908,16.323315224975964,26286.8
0.882814,0.6439562,17.6011052675179,21596.57
0.88386756,0.6435433,16.834753318694084,24244.195
0.88270605,0.63895243,18.14239840881286,19988.387
0.8827504,0.63487786,18.051545669812498,20251.219
0.88323027,0.6361138,17.117255850386705,23223.607
0.88217634,0.6491487,18.571888368968935,18870.508
0.8823624,0.64376515,18.278934346701334,19622.885
0.88234,0.6430358,18.25666025310657,19686.762
0.8829902,0.64562106,17.979113922199375,20472.193
0.8823137,0.63967973,18.20884989626143,19792.148
0.8825886,0.6387386,17.82210674372976,20917.496
0.8819976,0.64643615,18.920628256540436,18011.83
0.8822892,0.6473131,18.287046462991455,19595.299
0.88232994,0.64480466,17.518903437066523,21845.543
0.8820224,0.644079,18.32516039721433,19498.734
0.8829277,0.634016,17.197063137525806,22905.564
0.88287777,0.6320093,17.64924431744418,21443.479
0.8830472,0.62743545,17.399035362051745,22252.824
0.8829136,0.6346638,17.503560118343685,21910.629
0.88264716,0.63417095,17.83058249836863,20888.537
0.88195044,0.644924,18.865045126623045,18153.176
0.8831946,0.6448007,17.212536365184956,22851.078
0.8831919,0.6445553,17.17939199216769,23003.88
0.8820674,0.64810354,18.293610545417792,19580.617
0.8825165,0.64531225,17.778341916206088,21063.516
0.8819611,0.6514171,17.905486534945176,20677.047
0.8823587,0.64185786,18.139223717624976,20003.904
0.8817153,0.64258003,18.63229553116399,18700.61
0.882234,0.6341103,18.182064000543914,19874.445
0.88187575,0.63638514,18.432501467560073,19208.031
0.88153523,0.6442495,19.021977094251845,17790.797
0.8816636,0.64857745,18.66854470392459,18620.484
0.88221025,0.64878124,17.89063802520774,20723.7
0.8815222,0.6417448,18.794422269427024,18311.277
0.88222355,0.64236265,18.135609265036614,20028.438
0.88206434,0.63640124,18.207484620853734,19807.094
0.8813243,0.6453901,19.296427059964817,17169.111
0.88222694,0.6381144,18.241153826568265,19701.523
0.8823816,0.6382759,17.48625625127645,21933.71
0.8814049,0.6453578,19.163103376853012,17463.371
0.88189733,0.6384363,18.311614574189377,19499.61
0.88175446,0.64724565,18.583299967993543,18836.377
0.8823136,0.6367217,17.55362409408425,21761.746
0.8814882,0.64166063,18.826254495131682,18229.578
0.8817633,0.63784975,18.54970682164845,18898.129
0.8819314,0.63750005,18.475367946380413,19078.137
0.8824794,0.645148,17.951338216444455,20552.107
0.88236916,0.63350093,17.75365305923762,21081.309
0.8814763,0.64661026,19.225821656931103,17314.453
0.8815626,0.6475895,18.715410861009822,18496.824
0.881287,0.6475022,19.00325413751496,17811.232
0.88227344,0.64655894,17.979326933235203,20446.297
0.8815574,0.64201856,18.64452848158522,18681.598
0.8814148,0.64922875,18.99275596587393,17850.684
0.8815012,0.647401,19.290359195504013,17177.03
0.88164085,0.63906044,18.882324919564493,18098.732
0.88136667,0.6388238,19.013200848669094,17793.797
0.8811401,0.64826214,19.231202920748704,17305.926
0.88099563,0.64064705,19.29844197968492,17156.527
0.8809349,0.64122754,19.60730717285137,16527.584
0.8816924,0.6327892,18.708494358957072,18495.953
0.8809801,0.63668877,18.84117168995766,18180.469
0.88145113,0.6471598,18.593690527165617,18808.97
0.8814723,0.6437108,18.51213691387316,19012.576
0.88154215,0.6441514,18.594715953255633,18801.662
0.8808066,0.642797,19.498168645313243,16745.336
0.8819442,0.63527423,17.926668408581357,20589.719
0.8809141,0.6448242,19.44484539018308,16850.754
0.88145757,0.6439592,18.892928232058406,18062.055
0.880746,0.648941,19.515916028006085,16713.184
0.88072336,0.6491741,19.62627470427173,16481.068
0.881333,0.64509076,18.580699423682326,18826.98
0.88063776,0.64577425,19.257382245672183,17245.266
0.88095105,0.6449758,19.241187598496218,17278.146
0.88084304,0.6462851,19.41609704983475,16908.76
0.8804903,0.64924604,19.510209441104955,16719.984
0.8812696,0.6452825,19.3133163704911,17148.088
0.8804879,0.6508226,19.800783428573222,16154.041
0.88081044,0.6443364,19.115325350746023,17570.035
0.881734,0.63995,18.24527191126544,19699.78
0.8808435,0.6462984,18.70768214968323,18491.71
0.880358,0.648426,19.56875238893409,16603.465
0.8808797,0.6464751,18.929172730715756,17982.898
0.8803925,0.65161276,19.505324844644136,16720.55
0.8806704,0.64522463,18.888019348468422,18078.035
0.88083434,0.64720446,19.291498718783643,17187.723
0.8810501,0.6397639,18.689365875965407,18563.398
0.8813713,0.63681835,18.438871005709238,19183.602
0.88140756,0.6326476,18.392525044417606,19312.598
0.88039225,0.6494166,19.62556395943889,16481.012
0.8805163,0.64551604,19.57477756695431,16599.492
0.8806427,0.6461289,19.28518771940147,17190.389
0.881269,0.6480847,18.09678746697596,20117.943
0.8820673,0.6406683,18.07864660698153,20186.373
0.8804245,0.64857155,19.36711443840588,17020.05
0.8813671,0.6359623,18.552740526811547,18876.547
0.88150597,0.63201267,18.134757327879765,20000.992
0.8808945,0.64086574,18.845848850359275,18167.855
0.88026893,0.6443273,19.35229900012272,17030.023
0.8808181,0.6416562,19.207978322782964,17348.164
0.88059974,0.647212,18.59582631729426,18777.787
0.882012,0.64302063,17.74573328145044,21159.555
0.8808196,0.6494512,19.04260206626975,17730.309
0.8810768,0.6479466,18.02534804283438,20317.203
0.88141,0.64683694,18.890682022771188,18082.035
0.8810592,0.6441328,18.60531251638037,18768.422
0.8806792,0.64626116,19.12689821941443,17537.586
0.8811499,0.6456871,18.950929544634462,17936.75
0.8803511,0.6409493,18.778386071221693,18326.852
0.87996054,0.64247984,19.17749062187358,17413.934
0.8806175,0.63887405,18.866939261719672,18123.557
0.8804012,0.63691413,18.605458465757767,18758.1
0.8802828,0.6340861,19.13413521620503,17514.332
0.88094693,0.63087314,18.429261081392262,19198.742
0.8809251,0.64735436,18.454207403041238,19152.578
0.8812523,0.63982195,18.403672141014823,19261.969
0.8803488,0.6444018,19.175418929467074,17420.328
0.8805413,0.64678025,18.79430596288534,18307.125
0.8807703,0.6408649,18.166505755415066,19903.168
0.88028324,0.64703304,18.83411332277114,18197.986
0.8794738,0.648951,19.11107858705548,17547.482
0.8796883,0.6453182,18.627540883194634,18693.098
0.8787333,0.6503077,19.408211373722853,16925.34
0.8797781,0.6409312,19.06654310799741,17642.799
0.87976885,0.6484925,19.39361442875597,16953.582
0.87989646,0.6379738,18.738515578070103,18426.584
0.87934935,0.6423437,19.51054256580059,16700.473
0.8800202,0.64276713,19.263938655712774,17226.037
0.8791729,0.6477987,19.89696940704932,15960.443
0.8789204,0.6451616,19.50286923873415,16719.309
0.879002,0.64828926,19.383780418315595,16962.04
0.8784082,0.64747065,19.6882473852741,16330.359
0.8785054,0.6461611,19.704725329709497,16328.131
0.87891895,0.6471332,19.070744456022936,17646.514
0.87956303,0.6375285,18.73803379184247,18424.71
0.8795491,0.6404512,18.89128308689789,18049.062
0.8787186,0.64925456,19.594973488434583,16544.324
0.87815917,0.6486593,19.78526872648145,16172.063
0.8785707,0.65408945,19.478326836986813,16789.508
0.8793812,0.64852834,18.679849158564895,18579.502
0.8783374,0.6463545,18.685707736013658,18550.379
0.87895274,0.64758897,18.814828953895347,18230.867
0.87893736,0.6491521,19.59316177019176,16529.916
0.8779514,0.65023535,19.919846327809697,15925.165
0.8784226,0.6450272,19.555093378630623,16622.844
0.8781493,0.6482608,19.379661867387263,16972.658
0.87850785,0.647881,19.391844262337003,16948.258
0.8788599,0.64308214,19.26265575754589,17215.348
0.87818587,0.6494861,19.25094703057577,17253.363
0.8796249,0.64851564,18.61329487146137,18765.98
0.8779017,0.6514004,19.810913099908788,16106.637
0.8781007,0.65212303,19.49020421438208,16752.39
0.87840533,0.6435302,19.0833196166066,17617.004
0.87748444,0.646797,19.14931276923713,17477.3
0.8777614,0.63816714,18.633128352846576,18683.941
0.8778666,0.64484566,19.436522484149265,16845.521
0.87811804,0.643275,19.21412465632452,17329.285
0.88037145,0.635176,18.364933962193987,19367.883
0.87778443,0.6541765,20.080604441801192,15632.924
0.87923026,0.6452908,18.54314358111084,18937.043
0.87791896,0.64522934,19.21079446812486,17352.96
0.87745214,0.64163375,19.062408360118496,17661.123
0.8775352,0.6479301,20.1825782602125,15443.8125
0.8769721,0.6474042,19.726519192981623,16270.334
0.87771165,0.6489036,19.17249463528639,17405.99
0.8772502,0.6429048,19.100787154151202,17583.611
0.8777887,0.6507958,19.705383784778917,16323.199
0.8768027,0.6511109,19.77389258395972,16185.421
