energy,ssim_indices,psnr_indices
60154.53,0.27212152,11.16392864991269
64415.746,0.3647698,10.866691179967983
69816.98,0.46598026,10.517001360724102
71208.57,0.48565897,10.431289134632319
63692.094,0.49166188,10.915756336810741
43067.383,0.52612036,12.615127182125542
38903.973,0.5325653,13.056672448212627
29203.21,0.5450515,14.30230554856411
22283.305,0.55856484,15.47681592453901
15819.796,0.5735092,16.96460315239555
14075.387,0.58065075,17.472008497617917
12645.53,0.5840421,17.937241372936697
12582.892,0.57655424,17.95880724707141
12899.748,0.5692647,17.850799333254205
12468.014,0.5666491,17.998639184337154
12488.389,0.5576742,17.991547587987178
11057.283,0.55653626,18.520127474148623
10857.057,0.5524672,18.599490783087976
9937.715,0.5565863,18.983746770773728
9968.37,0.5594055,18.970370231804683
9403.524,0.56086,19.22370516013871
8964.979,0.5638971,19.431119165053413
8702.088,0.5676471,19.5603768839717
8641.795,0.5698629,19.590572167028505
8183.824,0.57265526,19.827048680848698
8065.4424,0.5751999,19.89032982135911
7854.5283,0.577784,20.00541062009384
7663.5693,0.58025736,20.112300963173496
7413.745,0.5824683,20.256235313846695
7097.8486,0.58411556,20.445344178173215
6944.2803,0.58503795,20.540339295912005
6784.8604,0.5866081,20.64120256673653
6622.502,0.58914894,20.746390610792325
6421.8096,0.5919812,20.880037462653966
6187.5933,0.59422964,21.041394283768796
6108.623,0.5954761,21.097178646477207
5927.8594,0.59688264,21.227633095066288
5723.5015,0.59890884,21.379993594132053
5606.5723,0.6007877,21.46963751785059
5476.3306,0.60228974,21.571715286786223
5362.9893,0.60373086,21.662542845923095
5265.832,0.60576755,21.741941810363954
5151.133,0.6082915,21.83758444993019
5053.449,0.61032885,21.920732356179688
4977.374,0.6114034,21.986609219738806
4913.4883,0.6121016,22.042712398422747
4849.516,0.6131518,22.099627824957967
4763.4023,0.61450917,22.177438867236248
4684.772,0.6159424,22.249727093660404
4628.436,0.6172514,22.30226916670635
4569.412,0.6183088,22.35800836118235
4515.6797,0.6191121,22.409380245296397
4461.9956,0.6198134,22.461320251635236
4403.351,0.62060905,22.51877857938667
4351.534,0.6215449,22.570187662983393
4301.051,0.6226187,22.620865895115397
4248.4487,0.62364507,22.674308034179376
4199.5703,0.62451804,22.724563224501473
4156.9287,0.6252785,22.76888612892716
4116.4746,0.6260234,22.811357356094632
4078.979,0.6267476,22.851097304136307
4042.6174,0.6274325,22.8899851257888
4007.9846,0.62813425,22.927351531294484
3971.9136,0.6289357,22.96661397886931
3934.747,0.6298211,23.00744362773619
3899.0435,0.6306606,23.047031190630634
3867.9119,0.63134813,23.081846254405765
3835.9717,0.6319138,23.117857919966628
3803.88,0.63235915,23.15434424176319
3771.7463,0.632731,23.191186894191187
3737.5063,0.6331634,23.230792645235788
3704.9438,0.6336346,23.268795350566567
3673.961,0.6340536,23.30526623368867
3641.4995,0.6344354,23.34380916105264
3609.1182,0.63490015,23.382600692091316
3576.4563,0.6354974,23.422082578826778
3544.5667,0.6361478,23.460980308542677
3513.1143,0.636775,23.499688952541042
3479.7517,0.63738054,23.541129351520414
3446.858,0.6379492,23.582377719185924
3414.2485,0.6385221,23.623660687174144
3381.6982,0.6391142,23.665263237133388
3349.2334,0.63967806,23.70715766142455
3316.8716,0.64014554,23.74932510606504
3284.92,0.6405467,23.79136371254372
3252.7827,0.6409673,23.834061073902784
